170,171,186,187,186,187,186,187,186,187,186,187,186,187,186,187,186,187,186,187,186,187,186,187,186,187,186,187,186,187,186,187,186,186,187,186,186,186,186,187,186,187,186,186,186,187,186,186,186,186,187,186,186,186,186,187,186,186,186,186,187,186,186,186,186,186,186,187,186,186,186,186,187,186,186,187,186,187,170,171
180,181,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,237,180,181
170,171,237,236,237,236,237,236,234,235,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,246,247,246,217,246,247,246,247,246,247,246,247,246,247,237,170,171
180,181,237,246,247,246,247,246,244,245,247,246,247,217,247,246,247,246,247,246,247,246,247,217,247,246,247,246,247,246,247,246,247,217,247,246,247,246,247,246,247,217,247,246,247,246,247,246,247,246,217,246,247,246,247,246,247,246,247,246,247,246,247,236,237,236,227,236,237,236,237,236,237,236,237,236,237,237,180,181
170,171,237,236,237,236,237,236,254,255,237,236,237,227,237,236,237,236,237,236,237,236,237,227,237,236,237,236,237,236,237,236,237,227,237,236,237,236,237,236,237,227,237,236,237,236,237,236,237,236,227,236,237,236,237,236,237,236,237,236,237,236,237,246,247,246,247,246,247,246,247,246,247,246,247,246,247,248,170,171
180,181,237,246,247,246,247,246,264,265,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,140,140,140,140,140,140,140,237,236,237,236,237,236,257,258,180,181
170,171,237,236,237,236,237,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,237,237,236,237,236,237,237,140,140,140,140,140,140,140,140,140,246,247,246,247,246,267,268,170,171
180,181,237,246,247,246,247,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,140,140,140,237,246,247,246,247,236,237,236,237,236,237,237,236,237,236,237,236,237,236,237,140,140,180,181
170,171,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,140,140,237,237,237,237,246,247,246,247,246,247,237,246,247,246,247,246,247,246,247,140,140,170,171
180,181,237,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,237,140,140,237,236,237,236,237,236,237,278,279,237,236,237,236,237,236,237,140,140,140,140,180,181
170,171,237,237,237,237,237,237,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,217,236,237,236,237,230,231,232,233,236,237,236,237,217,237,236,237,237,237,140,140,246,247,246,247,246,247,288,289,237,246,247,246,247,246,247,140,140,140,140,170,171
180,181,140,140,140,140,140,140,140,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,227,246,247,246,247,240,241,242,243,246,247,246,247,227,247,246,247,237,237,236,237,236,237,236,237,237,237,237,237,237,237,237,237,237,140,140,140,140,140,140,180,181
170,171,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,250,251,252,253,236,237,236,237,236,237,236,237,236,237,246,247,246,247,246,247,237,140,140,140,237,246,247,237,140,140,140,140,140,140,140,170,171
180,181,237,246,217,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,260,261,262,263,246,247,246,247,246,247,246,247,246,247,236,237,236,237,237,237,140,140,237,236,237,236,237,236,237,236,237,236,237,236,237,180,181
170,171,237,236,227,236,237,236,237,236,237,236,237,236,247,248,140,140,140,140,140,140,140,140,237,237,237,237,237,237,140,237,237,237,237,237,237,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,237,237,237,237,237,246,247,246,247,237,140,140,237,237,246,247,246,247,246,247,246,247,246,247,246,247,170,171
180,181,237,246,247,246,247,246,247,246,247,246,247,246,257,258,140,236,237,236,237,236,237,236,237,236,217,236,237,236,140,140,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,217,237,236,237,237,237,140,140,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,180,181
170,171,237,237,237,237,237,237,237,237,237,237,237,237,267,268,140,246,247,246,247,246,234,235,247,246,227,246,247,246,140,140,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,227,247,246,247,237,140,140,237,237,246,247,246,247,246,247,246,247,246,247,246,247,246,247,170,171
180,181,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,236,237,236,237,236,244,245,237,236,237,236,247,248,140,140,140,236,237,236,237,236,237,236,237,236,237,236,236,236,237,236,237,236,237,236,237,236,237,236,237,237,237,140,140,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,180,181
170,171,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,246,247,246,247,246,254,255,247,246,247,246,257,258,140,140,140,246,247,246,247,246,247,246,247,246,247,236,237,246,247,246,247,246,247,246,247,246,247,246,247,237,140,140,237,237,246,247,237,237,237,237,237,237,237,247,246,247,246,247,246,247,170,171
180,181,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,264,265,237,237,237,237,267,268,140,140,140,140,237,237,237,237,237,236,237,236,237,246,247,236,237,236,237,236,237,237,237,237,237,237,237,140,140,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,236,237,236,237,180,181
170,171,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,140,187,186,187,186,187,186,187,186,187,186,187,186,149,149,148,237,246,247,246,247,246,247,246,247,246,247,246,247,148,149,149,186,187,186,187,186,187,186,187,186,187,186,187,186,187,186,187,186,187,186,187,246,247,246,247,170,171
180,181,236,237,236,237,236,237,237,237,236,237,236,237,236,237,236,237,237,237,237,237,140,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,237,237,237,237,237,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,237,236,237,236,237,236,237,236,237,236,237,180,181
170,171,246,247,246,247,246,247,140,237,246,247,246,247,246,247,246,247,140,140,140,140,140,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,149,148,149,237,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,237,246,247,246,247,246,247,246,247,246,247,170,171
180,181,236,237,217,237,236,237,140,140,236,237,236,237,236,237,236,237,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,237,148,237,236,237,149,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,236,237,237,236,237,236,234,235,237,217,237,236,237,180,181
170,171,246,247,227,247,246,247,140,237,246,247,246,247,246,247,246,247,237,246,247,246,247,246,247,246,247,246,278,279,247,246,247,217,247,246,247,246,247,246,247,237,237,237,246,247,237,246,247,246,247,246,247,246,247,217,247,246,247,246,247,246,247,246,247,246,247,237,246,247,246,244,245,247,227,247,247,248,170,171
180,181,236,237,236,237,236,237,140,236,237,236,237,140,237,236,237,236,237,236,237,236,237,236,237,236,237,236,288,289,237,236,237,227,237,236,237,237,237,237,237,237,237,236,237,236,237,236,237,237,237,237,237,236,237,227,237,236,237,236,237,140,140,140,140,140,140,237,236,237,236,254,255,237,236,237,257,258,180,181
